id,date,market,region,quality_grade,price_per_kg_tzs
461,2023-01-13,Mwenge,Dar es Salaam,B,1931.71
462,2023-01-13,Mwenge,Dar es Salaam,C,1645.1
463,2023-01-13,Mwanza Central,Mwanza,A,2292.69
464,2023-01-13,Mwanza Central,Mwanza,B,1880.01
465,2023-01-13,Mwanza Central,Mwanza,C,1583.21
466,2023-01-13,Shinyanga Central,Shinyanga,A,2300.34
467,2023-01-13,Shinyanga Central,Shinyanga,B,1895.26
468,2023-01-13,Shinyanga Central,Shinyanga,C,1622.65
469,2023-01-14,Mbeya Central,Mbeya,A,2053.21
470,2023-01-14,Mbeya Central,Mbeya,B,1661.56
471,2023-01-14,Mbeya Central,Mbeya,C,1435.43
472,2023-01-14,Iringa Central,Iringa,A,2030.49
473,2023-01-14,Iringa Central,Iringa,B,1682.44
474,2023-01-14,Iringa Central,Iringa,C,1407.16
475,2023-01-14,Songea Central,Ruvuma,A,2007.32
476,2023-01-14,Songea Central,Ruvuma,B,1671.78
477,2023-01-14,Songea Central,Ruvuma,C,1440.29
478,2023-01-14,Sumbawanga Central,Rukwa,A,2048.5
479,2023-01-14,Sumbawanga Central,Rukwa,B,1671.54
480,2023-01-14,Sumbawanga Central,Rukwa,C,1441.63
481,2023-01-14,Morogoro Central,Morogoro,A,2002.49
482,2023-01-14,Morogoro Central,Morogoro,B,1712.97
483,2023-01-14,Morogoro Central,Morogoro,C,1448.49
484,2023-01-14,Dodoma Central,Dodoma,A,2023.65
485,2023-01-14,Dodoma Central,Dodoma,B,1679.96
486,2023-01-14,Dodoma Central,Dodoma,C,1419.94
487,2023-01-14,Arusha Central,Arusha,A,2306.12
488,2023-01-14,Arusha Central,Arusha,B,1971.85
489,2023-01-14,Arusha Central,Arusha,C,1638.83
490,2023-01-14,Moshi Central,Kilimanjaro,A,2323.9
491,2023-01-14,Moshi Central,Kilimanjaro,B,1973.24
492,2023-01-14,Moshi Central,Kilimanjaro,C,1655.51
493,2023-01-14,Kariakoo,Dar es Salaam,A,2326.5
494,2023-01-14,Kariakoo,Dar es Salaam,B,1928.73
495,2023-01-14,Kariakoo,Dar es Salaam,C,1624.57
496,2023-01-14,Mwenge,Dar es Salaam,A,2309.7
497,2023-01-14,Mwenge,Dar es Salaam,B,1955.3
498,2023-01-14,Mwenge,Dar es Salaam,C,1653.39
499,2023-01-14,Mwanza Central,Mwanza,A,2346.69
500,2023-01-14,Mwanza Central,Mwanza,B,1912.5
501,2023-01-14,Mwanza Central,Mwanza,C,1648.37
502,2023-01-14,Shinyanga Central,Shinyanga,A,2362.27
503,2023-01-14,Shinyanga Central,Shinyanga,B,1930.66
504,2023-01-14,Shinyanga Central,Shinyanga,C,1658.18
505,2023-01-15,Mbeya Central,Mbeya,A,1989.02
506,2023-01-15,Mbeya Central,Mbeya,B,1714.85
507,2023-01-15,Mbeya Central,Mbeya,C,1436.78
508,2023-01-15,Iringa Central,Iringa,A,1998.54
509,2023-01-15,Iringa Central,Iringa,B,1660.0
510,2023-01-15,Iringa Central,Iringa,C,1433.46
511,2023-01-15,Songea Central,Ruvuma,A,2023.82
512,2023-01-15,Songea Central,Ruvuma,B,1655.61
513,2023-01-15,Songea Central,Ruvuma,C,1458.72
514,2023-01-15,Sumbawanga Central,Rukwa,A,2052.96
515,2023-01-15,Sumbawanga Central,Rukwa,B,1680.4
516,2023-01-15,Sumbawanga Central,Rukwa,C,1408.66
517,2023-01-15,Morogoro Central,Morogoro,A,2046.43
518,2023-01-15,Morogoro Central,Morogoro,B,1682.89
519,2023-01-15,Morogoro Central,Morogoro,C,1442.94
520,2023-01-15,Dodoma Central,Dodoma,A,2020.32
521,2023-01-15,Dodoma Central,Dodoma,B,1667.75
522,2023-01-15,Dodoma Central,Dodoma,C,1449.7
523,2023-01-15,Arusha Central,Arusha,A,2367.16
524,2023-01-15,Arusha Central,Arusha,B,1915.61
525,2023-01-15,Arusha Central,Arusha,C,1648.51
526,2023-01-15,Moshi Central,Kilimanjaro,A,2311.72
527,2023-01-15,Moshi Central,Kilimanjaro,B,1968.11
528,2023-01-15,Moshi Central,Kilimanjaro,C,1645.67
529,2023-01-15,Kariakoo,Dar es Salaam,A,2357.78
530,2023-01-15,Kariakoo,Dar es Salaam,B,1963.63
531,2023-01-15,Kariakoo,Dar es Salaam,C,1630.41
532,2023-01-15,Mwenge,Dar es Salaam,A,2349.48
533,2023-01-15,Mwenge,Dar es Salaam,B,1928.87
534,2023-01-15,Mwenge,Dar es Salaam,C,1673.71
535,2023-01-15,Mwanza Central,Mwanza,A,2323.26
536,2023-01-15,Mwanza Central,Mwanza,B,1960.27
537,2023-01-15,Mwanza Central,Mwanza,C,1630.84
538,2023-01-15,Shinyanga Central,Shinyanga,A,2303.83
539,2023-01-15,Shinyanga Central,Shinyanga,B,1942.18
540,2023-01-15,Shinyanga Central,Shinyanga,C,1677.96
541,2023-01-16,Mbeya Central,Mbeya,A,1979.18
542,2023-01-16,Mbeya Central,Mbeya,B,1626.81
543,2023-01-16,Mbeya Central,Mbeya,C,1404.66
544,2023-01-16,Iringa Central,Iringa,A,1967.73
545,2023-01-16,Iringa Central,Iringa,B,1653.43
546,2023-01-16,Iringa Central,Iringa,C,1404.94
547,2023-01-16,Songea Central,Ruvuma,A,1976.46
548,2023-01-16,Songea Central,Ruvuma,B,1638.24
549,2023-01-16,Songea Central,Ruvuma,C,1385.03
550,2023-01-16,Sumbawanga Central,Rukwa,A,1995.64
551,2023-01-16,Sumbawanga Central,Rukwa,B,1654.74
552,2023-01-16,Sumbawanga Central,Rukwa,C,1387.55
553,2023-01-16,Morogoro Central,Morogoro,A,2001.82
554,2023-01-16,Morogoro Central,Morogoro,B,1619.88
555,2023-01-16,Morogoro Central,Morogoro,C,1416.23
556,2023-01-16,Dodoma Central,Dodoma,A,1996.25
557,2023-01-16,Dodoma Central,Dodoma,B,1670.55
558,2023-01-16,Dodoma Central,Dodoma,C,1396.11
559,2023-01-16,Arusha Central,Arusha,A,2291.91
560,2023-01-16,Arusha Central,Arusha,B,1921.84
561,2023-01-16,Arusha Central,Arusha,C,1643.89
562,2023-01-16,Moshi Central,Kilimanjaro,A,2276.57
563,2023-01-16,Moshi Central,Kilimanjaro,B,1862.36
564,2023-01-16,Moshi Central,Kilimanjaro,C,1613.02
565,2023-01-16,Kariakoo,Dar es Salaam,A,2285.21
566,2023-01-16,Kariakoo,Dar es Salaam,B,1925.56
567,2023-01-16,Kariakoo,Dar es Salaam,C,1637.02
568,2023-01-16,Mwenge,Dar es Salaam,A,2271.56
569,2023-01-16,Mwenge,Dar es Salaam,B,1899.47
570,2023-01-16,Mwenge,Dar es Salaam,C,1610.1
571,2023-01-16,Mwanza Central,Mwanza,A,2297.26
572,2023-01-16,Mwanza Central,Mwanza,B,1890.67
573,2023-01-16,Mwanza Central,Mwanza,C,1622.86
574,2023-01-16,Shinyanga Central,Shinyanga,A,2245.52
575,2023-01-16,Shinyanga Central,Shinyanga,B,1895.18
576,2023-01-16,Shinyanga Central,Shinyanga,C,1643.15
577,2023-01-17,Mbeya Central,Mbeya,A,1967.21
578,2023-01-17,Mbeya Central,Mbeya,B,1662.72
579,2023-01-17,Mbeya Central,Mbeya,C,1410.91
580,2023-01-17,Iringa Central,Iringa,A,2007.86
581,2023-01-17,Iringa Central,Iringa,B,1673.25
582,2023-01-17,Iringa Central,Iringa,C,1422.66
583,2023-01-17,Songea Central,Ruvuma,A,1970.5
584,2023-01-17,Songea Central,Ruvuma,B,1637.9
585,2023-01-17,Songea Central,Ruvuma,C,1414.77
586,2023-01-17,Sumbawanga Central,Rukwa,A,2000.54
587,2023-01-17,Sumbawanga Central,Rukwa,B,1674.58
588,2023-01-17,Sumbawanga Central,Rukwa,C,1376.46
589,2023-01-17,Morogoro Central,Morogoro,A,1945.82
590,2023-01-17,Morogoro Central,Morogoro,B,1658.66
591,2023-01-17,Morogoro Central,Morogoro,C,1426.11
592,2023-01-17,Dodoma Central,Dodoma,A,2019.4
593,2023-01-17,Dodoma Central,Dodoma,B,1666.29
594,2023-01-17,Dodoma Central,Dodoma,C,1398.8
595,2023-01-17,Arusha Central,Arusha,A,2240.43
596,2023-01-17,Arusha Central,Arusha,B,1907.65
597,2023-01-17,Arusha Central,Arusha,C,1636.91
598,2023-01-17,Moshi Central,Kilimanjaro,A,2271.87
599,2023-01-17,Moshi Central,Kilimanjaro,B,1912.22
600,2023-01-17,Moshi Central,Kilimanjaro,C,1638.9
601,2023-01-17,Kariakoo,Dar es Salaam,A,2235.65
602,2023-01-17,Kariakoo,Dar es Salaam,B,1919.98
603,2023-01-17,Kariakoo,Dar es Salaam,C,1599.54
604,2023-01-17,Mwenge,Dar es Salaam,A,2265.6
605,2023-01-17,Mwenge,Dar es Salaam,B,1870.6
606,2023-01-17,Mwenge,Dar es Salaam,C,1614.89
607,2023-01-17,Mwanza Central,Mwanza,A,2283.0
608,2023-01-17,Mwanza Central,Mwanza,B,1919.7
609,2023-01-17,Mwanza Central,Mwanza,C,1591.58
610,2023-01-17,Shinyanga Central,Shinyanga,A,2238.65
611,2023-01-17,Shinyanga Central,Shinyanga,B,1925.65
612,2023-01-17,Shinyanga Central,Shinyanga,C,1620.6
613,2023-01-18,Mbeya Central,Mbeya,A,1959.47
614,2023-01-18,Mbeya Central,Mbeya,B,1677.25
615,2023-01-18,Mbeya Central,Mbeya,C,1382.48
616,2023-01-18,Iringa Central,Iringa,A,1976.92
617,2023-01-18,Iringa Central,Iringa,B,1633.76
618,2023-01-18,Iringa Central,Iringa,C,1388.77
619,2023-01-18,Songea Central,Ruvuma,A,1941.14
620,2023-01-18,Songea Central,Ruvuma,B,1670.11
621,2023-01-18,Songea Central,Ruvuma,C,1425.01
622,2023-01-18,Sumbawanga Central,Rukwa,A,1994.07
623,2023-01-18,Sumbawanga Central,Rukwa,B,1627.43
624,2023-01-18,Sumbawanga Central,Rukwa,C,1399.23
625,2023-01-18,Morogoro Central,Morogoro,A,1967.77
626,2023-01-18,Morogoro Central,Morogoro,B,1655.78
627,2023-01-18,Morogoro Central,Morogoro,C,1410.29
628,2023-01-18,Dodoma Central,Dodoma,A,1974.01
629,2023-01-18,Dodoma Central,Dodoma,B,1633.51
630,2023-01-18,Dodoma Central,Dodoma,C,1421.87
631,2023-01-18,Arusha Central,Arusha,A,2249.6
632,2023-01-18,Arusha Central,Arusha,B,1888.75
633,2023-01-18,Arusha Central,Arusha,C,1611.79
634,2023-01-18,Moshi Central,Kilimanjaro,A,2253.06
635,2023-01-18,Moshi Central,Kilimanjaro,B,1902.96
636,2023-01-18,Moshi Central,Kilimanjaro,C,1617.7
637,2023-01-18,Kariakoo,Dar es Salaam,A,2321.87
638,2023-01-18,Kariakoo,Dar es Salaam,B,1881.96
639,2023-01-18,Kariakoo,Dar es Salaam,C,1643.71
640,2023-01-18,Mwenge,Dar es Salaam,A,2291.41
641,2023-01-18,Mwenge,Dar es Salaam,B,1880.38
642,2023-01-18,Mwenge,Dar es Salaam,C,1617.13
643,2023-01-18,Mwanza Central,Mwanza,A,2293.92
644,2023-01-18,Mwanza Central,Mwanza,B,1916.07
645,2023-01-18,Mwanza Central,Mwanza,C,1583.78
646,2023-01-18,Shinyanga Central,Shinyanga,A,2286.69
647,2023-01-18,Shinyanga Central,Shinyanga,B,1897.25
648,2023-01-18,Shinyanga Central,Shinyanga,C,1638.95
649,2023-01-19,Mbeya Central,Mbeya,A,1963.07
650,2023-01-19,Mbeya Central,Mbeya,B,1669.72
651,2023-01-19,Mbeya Central,Mbeya,C,1408.51
652,2023-01-19,Iringa Central,Iringa,A,1968.3
653,2023-01-19,Iringa Central,Iringa,B,1659.02
654,2023-01-19,Iringa Central,Iringa,C,1409.28
655,2023-01-19,Songea Central,Ruvuma,A,1994.08
656,2023-01-19,Songea Central,Ruvuma,B,1664.58
657,2023-01-19,Songea Central,Ruvuma,C,1411.43
658,2023-01-19,Sumbawanga Central,Rukwa,A,2006.8
659,2023-01-19,Sumbawanga Central,Rukwa,B,1658.46
660,2023-01-19,Sumbawanga Central,Rukwa,C,1425.13
661,2023-01-19,Morogoro Central,Morogoro,A,1991.59
662,2023-01-19,Morogoro Central,Morogoro,B,1637.39
663,2023-01-19,Morogoro Central,Morogoro,C,1399.18
664,2023-01-19,Dodoma Central,Dodoma,A,1986.3
665,2023-01-19,Dodoma Central,Dodoma,B,1665.34
666,2023-01-19,Dodoma Central,Dodoma,C,1379.51
667,2023-01-19,Arusha Central,Arusha,A,2258.34
668,2023-01-19,Arusha Central,Arusha,B,1916.28
669,2023-01-19,Arusha Central,Arusha,C,1591.95
670,2023-01-19,Moshi Central,Kilimanjaro,A,2243.5
671,2023-01-19,Moshi Central,Kilimanjaro,B,1900.49
672,2023-01-19,Moshi Central,Kilimanjaro,C,1643.29
673,2023-01-19,Kariakoo,Dar es Salaam,A,2279.81
674,2023-01-19,Kariakoo,Dar es Salaam,B,1928.88
675,2023-01-19,Kariakoo,Dar es Salaam,C,1634.2
676,2023-01-19,Mwenge,Dar es Salaam,A,2254.86
677,2023-01-19,Mwenge,Dar es Salaam,B,1922.14
678,2023-01-19,Mwenge,Dar es Salaam,C,1611.7
679,2023-01-19,Mwanza Central,Mwanza,A,2304.91
680,2023-01-19,Mwanza Central,Mwanza,B,1916.21
681,2023-01-19,Mwanza Central,Mwanza,C,1602.47
682,2023-01-19,Shinyanga Central,Shinyanga,A,2241.95
683,2023-01-19,Shinyanga Central,Shinyanga,B,1932.63
684,2023-01-19,Shinyanga Central,Shinyanga,C,1589.7
685,2023-01-20,Mbeya Central,Mbeya,A,2016.95
686,2023-01-20,Mbeya Central,Mbeya,B,1673.77
687,2023-01-20,Mbeya Central,Mbeya,C,1415.08
688,2023-01-20,Iringa Central,Iringa,A,2018.01
689,2023-01-20,Iringa Central,Iringa,B,1680.84
690,2023-01-20,Iringa Central,Iringa,C,1419.59
691,2023-01-20,Songea Central,Ruvuma,A,1969.37
692,2023-01-20,Songea Central,Ruvuma,B,1669.19
693,2023-01-20,Songea Central,Ruvuma,C,1375.23
694,2023-01-20,Sumbawanga Central,Rukwa,A,1982.9
695,2023-01-20,Sumbawanga Central,Rukwa,B,1647.02
696,2023-01-20,Sumbawanga Central,Rukwa,C,1412.2
697,2023-01-20,Morogoro Central,Morogoro,A,1993.65
698,2023-01-20,Morogoro Central,Morogoro,B,1655.58
699,2023-01-20,Morogoro Central,Morogoro,C,1420.59
700,2023-01-20,Dodoma Central,Dodoma,A,2014.87
701,2023-01-20,Dodoma Central,Dodoma,B,1624.15
702,2023-01-20,Dodoma Central,Dodoma,C,1387.57
703,2023-01-20,Arusha Central,Arusha,A,2233.74
704,2023-01-20,Arusha Central,Arusha,B,1926.66
705,2023-01-20,Arusha Central,Arusha,C,1616.84
706,2023-01-20,Moshi Central,Kilimanjaro,A,2314.82
707,2023-01-20,Moshi Central,Kilimanjaro,B,1876.35
708,2023-01-20,Moshi Central,Kilimanjaro,C,1584.7
709,2023-01-20,Kariakoo,Dar es Salaam,A,2306.5
710,2023-01-20,Kariakoo,Dar es Salaam,B,1928.57
711,2023-01-20,Kariakoo,Dar es Salaam,C,1600.11
712,2023-01-20,Mwenge,Dar es Salaam,A,2268.65
713,2023-01-20,Mwenge,Dar es Salaam,B,1870.16
714,2023-01-20,Mwenge,Dar es Salaam,C,1641.67
715,2023-01-20,Mwanza Central,Mwanza,A,2259.18
716,2023-01-20,Mwanza Central,Mwanza,B,1896.94
717,2023-01-20,Mwanza Central,Mwanza,C,1586.89
718,2023-01-20,Shinyanga Central,Shinyanga,A,2312.27
719,2023-01-20,Shinyanga Central,Shinyanga,B,1869.85
720,2023-01-20,Shinyanga Central,Shinyanga,C,1609.88
721,2023-01-21,Mbeya Central,Mbeya,A,2033.37
722,2023-01-21,Mbeya Central,Mbeya,B,1699.37
723,2023-01-21,Mbeya Central,Mbeya,C,1456.07
724,2023-01-21,Iringa Central,Iringa,A,2013.07
725,2023-01-21,Iringa Central,Iringa,B,1699.31
726,2023-01-21,Iringa Central,Iringa,C,1410.78
727,2023-01-21,Songea Central,Ruvuma,A,2012.72
728,2023-01-21,Songea Central,Ruvuma,B,1656.01
729,2023-01-21,Songea Central,Ruvuma,C,1429.94
730,2023-01-21,Sumbawanga Central,Rukwa,A,2012.18
731,2023-01-21,Sumbawanga Central,Rukwa,B,1713.4
732,2023-01-21,Sumbawanga Central,Rukwa,C,1403.81
733,2023-01-21,Morogoro Central,Morogoro,A,2009.14
734,2023-01-21,Morogoro Central,Morogoro,B,1679.19
735,2023-01-21,Morogoro Central,Morogoro,C,1456.33
736,2023-01-21,Dodoma Central,Dodoma,A,2048.31
737,2023-01-21,Dodoma Central,Dodoma,B,1656.03
738,2023-01-21,Dodoma Central,Dodoma,C,1441.17
739,2023-01-21,Arusha Central,Arusha,A,2326.67
740,2023-01-21,Arusha Central,Arusha,B,1972.44
741,2023-01-21,Arusha Central,Arusha,C,1635.83
742,2023-01-21,Moshi Central,Kilimanjaro,A,2313.08
743,2023-01-21,Moshi Central,Kilimanjaro,B,1911.44
744,2023-01-21,Moshi Central,Kilimanjaro,C,1620.27
745,2023-01-21,Kariakoo,Dar es Salaam,A,2354.87
746,2023-01-21,Kariakoo,Dar es Salaam,B,1931.94
747,2023-01-21,Kariakoo,Dar es Salaam,C,1655.84
748,2023-01-21,Mwenge,Dar es Salaam,A,2335.7
749,2023-01-21,Mwenge,Dar es Salaam,B,1942.97
750,2023-01-21,Mwenge,Dar es Salaam,C,1613.64
751,2023-01-21,Mwanza Central,Mwanza,A,2349.18
752,2023-01-21,Mwanza Central,Mwanza,B,1915.6
753,2023-01-21,Mwanza Central,Mwanza,C,1620.52
754,2023-01-21,Shinyanga Central,Shinyanga,A,2328.54
755,2023-01-21,Shinyanga Central,Shinyanga,B,1902.05
756,2023-01-21,Shinyanga Central,Shinyanga,C,1662.58
757,2023-01-22,Mbeya Central,Mbeya,A,1995.94
758,2023-01-22,Mbeya Central,Mbeya,B,1663.88
759,2023-01-22,Mbeya Central,Mbeya,C,1451.7
760,2023-01-22,Iringa Central,Iringa,A,2005.75
761,2023-01-22,Iringa Central,Iringa,B,1659.27
762,2023-01-22,Iringa Central,Iringa,C,1453.47
763,2023-01-22,Songea Central,Ruvuma,A,1979.44
764,2023-01-22,Songea Central,Ruvuma,B,1707.13
765,2023-01-22,Songea Central,Ruvuma,C,1410.22
766,2023-01-22,Sumbawanga Central,Rukwa,A,1989.71
767,2023-01-22,Sumbawanga Central,Rukwa,B,1666.21
768,2023-01-22,Sumbawanga Central,Rukwa,C,1411.92
769,2023-01-22,Morogoro Central,Morogoro,A,2032.61
770,2023-01-22,Morogoro Central,Morogoro,B,1651.08
771,2023-01-22,Morogoro Central,Morogoro,C,1402.79
772,2023-01-22,Dodoma Central,Dodoma,A,2043.03
773,2023-01-22,Dodoma Central,Dodoma,B,1665.36
774,2023-01-22,Dodoma Central,Dodoma,C,1420.47
775,2023-01-22,Arusha Central,Arusha,A,2292.28
776,2023-01-22,Arusha Central,Arusha,B,1900.8
777,2023-01-22,Arusha Central,Arusha,C,1661.04
778,2023-01-22,Moshi Central,Kilimanjaro,A,2324.96
779,2023-01-22,Moshi Central,Kilimanjaro,B,1954.47
780,2023-01-22,Moshi Central,Kilimanjaro,C,1643.57
781,2023-01-22,Kariakoo,Dar es Salaam,A,2348.37
782,2023-01-22,Kariakoo,Dar es Salaam,B,1936.47
783,2023-01-22,Kariakoo,Dar es Salaam,C,1619.41
784,2023-01-22,Mwenge,Dar es Salaam,A,2322.9
785,2023-01-22,Mwenge,Dar es Salaam,B,1969.93
786,2023-01-22,Mwenge,Dar es Salaam,C,1615.08
787,2023-01-22,Mwanza Central,Mwanza,A,2348.85
788,2023-01-22,Mwanza Central,Mwanza,B,1963.86
789,2023-01-22,Mwanza Central,Mwanza,C,1646.54
790,2023-01-22,Shinyanga Central,Shinyanga,A,2318.64
791,2023-01-22,Shinyanga Central,Shinyanga,B,1971.37
792,2023-01-22,Shinyanga Central,Shinyanga,C,1616.23
793,2023-01-23,Mbeya Central,Mbeya,A,1978.34
794,2023-01-23,Mbeya Central,Mbeya,B,1643.51
795,2023-01-23,Mbeya Central,Mbeya,C,1412.94
796,2023-01-23,Iringa Central,Iringa,A,1979.23
797,2023-01-23,Iringa Central,Iringa,B,1677.04
798,2023-01-23,Iringa Central,Iringa,C,1378.57
799,2023-01-23,Songea Central,Ruvuma,A,1946.8
800,2023-01-23,Songea Central,Ruvuma,B,1657.15
801,2023-01-23,Songea Central,Ruvuma,C,1378.13
802,2023-01-23,Sumbawanga Central,Rukwa,A,1962.18
803,2023-01-23,Sumbawanga Central,Rukwa,B,1658.78
804,2023-01-23,Sumbawanga Central,Rukwa,C,1405.21
805,2023-01-23,Morogoro Central,Morogoro,A,1966.15
806,2023-01-23,Morogoro Central,Morogoro,B,1682.65
807,2023-01-23,Morogoro Central,Morogoro,C,1404.21
808,2023-01-23,Dodoma Central,Dodoma,A,1976.33
809,2023-01-23,Dodoma Central,Dodoma,B,1656.96
810,2023-01-23,Dodoma Central,Dodoma,C,1380.01
811,2023-01-23,Arusha Central,Arusha,A,2295.38
812,2023-01-23,Arusha Central,Arusha,B,1924.28
813,2023-01-23,Arusha Central,Arusha,C,1622.61
814,2023-01-23,Moshi Central,Kilimanjaro,A,2301.5
815,2023-01-23,Moshi Central,Kilimanjaro,B,1914.26
816,2023-01-23,Moshi Central,Kilimanjaro,C,1594.49
817,2023-01-23,Kariakoo,Dar es Salaam,A,2272.59
818,2023-01-23,Kariakoo,Dar es Salaam,B,1876.89
819,2023-01-23,Kariakoo,Dar es Salaam,C,1602.48
820,2023-01-23,Mwenge,Dar es Salaam,A,2272.76
821,2023-01-23,Mwenge,Dar es Salaam,B,1891.12
822,2023-01-23,Mwenge,Dar es Salaam,C,1586.75
823,2023-01-23,Mwanza Central,Mwanza,A,2270.33
824,2023-01-23,Mwanza Central,Mwanza,B,1910.03
825,2023-01-23,Mwanza Central,Mwanza,C,1604.77
826,2023-01-23,Shinyanga Central,Shinyanga,A,2245.36
827,2023-01-23,Shinyanga Central,Shinyanga,B,1929.6
828,2023-01-23,Shinyanga Central,Shinyanga,C,1584.95
829,2023-01-24,Mbeya Central,Mbeya,A,2006.28
830,2023-01-24,Mbeya Central,Mbeya,B,1623.15
831,2023-01-24,Mbeya Central,Mbeya,C,1379.87
832,2023-01-24,Iringa Central,Iringa,A,1998.91
833,2023-01-24,Iringa Central,Iringa,B,1670.58
834,2023-01-24,Iringa Central,Iringa,C,1405.66
835,2023-01-24,Songea Central,Ruvuma,A,1986.85
836,2023-01-24,Songea Central,Ruvuma,B,1654.06
837,2023-01-24,Songea Central,Ruvuma,C,1392.94
838,2023-01-24,Sumbawanga Central,Rukwa,A,1950.08
839,2023-01-24,Sumbawanga Central,Rukwa,B,1640.34
840,2023-01-24,Sumbawanga Central,Rukwa,C,1411.78
841,2023-01-24,Morogoro Central,Morogoro,A,1999.82
842,2023-01-24,Morogoro Central,Morogoro,B,1674.29
843,2023-01-24,Morogoro Central,Morogoro,C,1414.9
844,2023-01-24,Dodoma Central,Dodoma,A,2017.1
845,2023-01-24,Dodoma Central,Dodoma,B,1656.63
846,2023-01-24,Dodoma Central,Dodoma,C,1394.18
847,2023-01-24,Arusha Central,Arusha,A,2284.1
848,2023-01-24,Arusha Central,Arusha,B,1875.7
849,2023-01-24,Arusha Central,Arusha,C,1622.99
850,2023-01-24,Moshi Central,Kilimanjaro,A,2251.88
851,2023-01-24,Moshi Central,Kilimanjaro,B,1867.76
852,2023-01-24,Moshi Central,Kilimanjaro,C,1635.16
853,2023-01-24,Kariakoo,Dar es Salaam,A,2264.94
854,2023-01-24,Kariakoo,Dar es Salaam,B,1917.43
855,2023-01-24,Kariakoo,Dar es Salaam,C,1617.66
856,2023-01-24,Mwenge,Dar es Salaam,A,2304.98
857,2023-01-24,Mwenge,Dar es Salaam,B,1923.7
858,2023-01-24,Mwenge,Dar es Salaam,C,1643.49
859,2023-01-24,Mwanza Central,Mwanza,A,2306.0
860,2023-01-24,Mwanza Central,Mwanza,B,1906.12
861,2023-01-24,Mwanza Central,Mwanza,C,1622.08
862,2023-01-24,Shinyanga Central,Shinyanga,A,2233.85
863,2023-01-24,Shinyanga Central,Shinyanga,B,1930.07
864,2023-01-24,Shinyanga Central,Shinyanga,C,1634.13
865,2023-01-25,Mbeya Central,Mbeya,A,1961.58
866,2023-01-25,Mbeya Central,Mbeya,B,1628.91
867,2023-01-25,Mbeya Central,Mbeya,C,1413.87
868,2023-01-25,Iringa Central,Iringa,A,1964.87
869,2023-01-25,Iringa Central,Iringa,B,1639.43
870,2023-01-25,Iringa Central,Iringa,C,1374.79
871,2023-01-25,Songea Central,Ruvuma,A,2009.29
872,2023-01-25,Songea Central,Ruvuma,B,1654.38
873,2023-01-25,Songea Central,Ruvuma,C,1396.93
874,2023-01-25,Sumbawanga Central,Rukwa,A,1951.64
875,2023-01-25,Sumbawanga Central,Rukwa,B,1658.79
876,2023-01-25,Sumbawanga Central,Rukwa,C,1376.17
877,2023-01-25,Morogoro Central,Morogoro,A,1999.49
878,2023-01-25,Morogoro Central,Morogoro,B,1631.2
879,2023-01-25,Morogoro Central,Morogoro,C,1398.0
880,2023-01-25,Dodoma Central,Dodoma,A,1967.4
881,2023-01-25,Dodoma Central,Dodoma,B,1641.42
882,2023-01-25,Dodoma Central,Dodoma,C,1414.93
883,2023-01-25,Arusha Central,Arusha,A,2302.21
884,2023-01-25,Arusha Central,Arusha,B,1902.63
885,2023-01-25,Arusha Central,Arusha,C,1586.1
886,2023-01-25,Moshi Central,Kilimanjaro,A,2236.25
887,2023-01-25,Moshi Central,Kilimanjaro,B,1871.5
888,2023-01-25,Moshi Central,Kilimanjaro,C,1620.48
889,2023-01-25,Kariakoo,Dar es Salaam,A,2292.85
890,2023-01-25,Kariakoo,Dar es Salaam,B,1880.2
891,2023-01-25,Kariakoo,Dar es Salaam,C,1623.32
892,2023-01-25,Mwenge,Dar es Salaam,A,2275.69
893,2023-01-25,Mwenge,Dar es Salaam,B,1893.1
894,2023-01-25,Mwenge,Dar es Salaam,C,1598.24
895,2023-01-25,Mwanza Central,Mwanza,A,2300.22
896,2023-01-25,Mwanza Central,Mwanza,B,1868.19
897,2023-01-25,Mwanza Central,Mwanza,C,1608.35
898,2023-01-25,Shinyanga Central,Shinyanga,A,2257.26
899,2023-01-25,Shinyanga Central,Shinyanga,B,1911.05
900,2023-01-25,Shinyanga Central,Shinyanga,C,1612.01
901,2023-01-26,Mbeya Central,Mbeya,A,1993.24
902,2023-01-26,Mbeya Central,Mbeya,B,1620.0
903,2023-01-26,Mbeya Central,Mbeya,C,1396.62
904,2023-01-26,Iringa Central,Iringa,A,1987.87
905,2023-01-26,Iringa Central,Iringa,B,1617.51
906,2023-01-26,Iringa Central,Iringa,C,1391.36
907,2023-01-26,Songea Central,Ruvuma,A,1957.13
908,2023-01-26,Songea Central,Ruvuma,B,1626.06
909,2023-01-26,Songea Central,Ruvuma,C,1388.78
910,2023-01-26,Sumbawanga Central,Rukwa,A,1966.39
911,2023-01-26,Sumbawanga Central,Rukwa,B,1617.51
912,2023-01-26,Sumbawanga Central,Rukwa,C,1416.36
913,2023-01-26,Morogoro Central,Morogoro,A,1954.32
914,2023-01-26,Morogoro Central,Morogoro,B,1642.09
915,2023-01-26,Morogoro Central,Morogoro,C,1413.93
916,2023-01-26,Dodoma Central,Dodoma,A,1980.02
917,2023-01-26,Dodoma Central,Dodoma,B,1672.0
918,2023-01-26,Dodoma Central,Dodoma,C,1419.68
919,2023-01-26,Arusha Central,Arusha,A,2238.02
920,2023-01-26,Arusha Central,Arusha,B,1924.96
921,2023-01-26,Arusha Central,Arusha,C,1583.35
